,disease,area_affected,crop,stage,yield
14252,8,18.24855471,0,2,0.370326854
14253,5,77.96344265,0,0,0.2361516891
14254,2,96.07423755,0,1,0.1070418901
14255,8,68.17554232,0,2,0.3320750714
14256,5,51.97772275,0,1,0.2331936087
14257,5,88.01130961,0,1,0.2293022987
14258,5,88.76163908,0,0,0.2329123874
14259,1,58.69667276,0,1,0.1136469009
14260,0,17.02760106,0,0,0.1512836833
14261,4,36.01858303,0,2,0.2360696618
14262,3,71.4988353,0,0,0.1322793657
14263,4,91.76691664,0,0,0.241335753
14264,3,98.06383722,0,2,0.1196288828
14265,8,58.67250716,0,0,0.3488613545
14266,2,70.38493547,0,0,0.1133119831
14267,8,1.74197626,0,0,0.6984259039
14268,6,8.963397055,0,1,0.1952730051
14269,7,8.917887757,0,1,0.1637003214
14270,2,52.03638877,0,0,0.1215781169
14271,3,10.64848887,0,1,0.1628068118
14272,6,72.67862924,0,2,0.1466440687
14273,1,53.79083786,0,2,0.1104189146
14274,1,40.73769043,0,0,0.1313146595
14275,4,74.84648105,0,2,0.2305251201
14276,7,46.56474605,0,0,0.1344315203
14277,7,68.26077581,0,0,0.1274146685
14278,5,66.96908144,0,2,0.223636739
14279,0,56.33194193,0,1,0.1034592167
14280,2,74.77095195,0,1,0.1065849774
14281,1,75.31678129,0,2,0.1086136225
14282,2,80.12302842,0,0,0.1114616606
14283,3,90.08880531,0,0,0.1258865856
14284,4,71.92157687,0,1,0.224536623
14285,6,13.8152362,0,0,0.2134076441
14286,8,61.03278233,0,2,0.3688618568
14287,1,47.39405003,0,2,0.1111969975
14288,5,13.91402989,0,0,0.2907668909
14289,1,51.01530914,0,1,0.1144982545
14290,3,89.96997605,0,0,0.1314957991
14291,0,90.85491644,0,1,0.1020129052
14292,0,38.58160157,0,2,0.1029945902
14293,5,22.57061596,0,1,0.2399428429
14294,4,28.74666309,0,2,0.2341636627
14295,8,76.7011477,0,2,0.3502804769
14296,3,25.67208494,0,0,0.1561979727
14297,0,33.39185196,0,1,0.1107773642
14298,8,17.21664736,0,1,0.352792232
14299,7,79.15345593,0,1,0.1165365008
14300,5,56.42216842,0,1,0.224583178
14301,6,9.020074541,0,0,0.2423553301
14302,7,4.550625858,0,0,0.2902092821
14303,7,40.20849755,0,2,0.1209337557
14304,7,66.00435468,0,2,0.116750297
14305,6,81.34032063,0,2,0.1496005785
14306,2,93.96033557,0,1,0.1050056697
14307,8,26.62543178,0,0,0.3698792612
14308,6,42.86688254,0,0,0.1644941695
14309,0,23.03052383,0,2,0.1089453725
14310,0,88.86162565,0,1,0.09996333303
14311,8,50.77933582,0,1,0.3410981937
14312,1,23.31009627,0,2,0.1182014274
14313,7,60.34833513,0,0,0.1264417736
14314,5,73.33468274,0,0,0.2325146358
14315,8,93.62475385,0,1,0.3323635702
14316,1,76.65614231,0,1,0.1117751235
14317,3,68.59075306,0,2,0.1221393794
14318,2,52.23179888,0,1,0.1108928086
14319,5,63.87610665,0,2,0.2279787403
14320,7,48.74634979,0,1,0.1232773126
14321,5,17.38157486,0,1,0.2459969405
14322,2,42.42123211,0,1,0.1129819697
14323,6,62.60327581,0,2,0.1500582276
14324,1,2.007140634,0,2,0.2500595822
14325,4,32.28430725,0,2,0.227868413
14326,7,34.00164575,0,1,0.1255940587
14327,8,1.849660113,0,2,0.4848528203
14328,7,30.63659335,0,2,0.1192980448
14329,3,93.12847245,0,2,0.1218701252
14330,7,64.7846674,0,2,0.1155520984
14331,7,62.19538282,0,2,0.1158145602
14332,4,66.97441269,0,1,0.2287133377
14333,8,5.29723,0,0,0.4873991644
14334,8,93.3942165,0,2,0.3188555105
14335,1,23.05690299,0,2,0.1200220072
14336,2,6.778199547,0,2,0.1478947961
14337,0,47.77042432,0,2,0.1030218379
14338,1,96.67884186,0,2,0.1082343971
14339,6,28.28946238,0,2,0.1532107933
14340,8,2.343552433,0,1,0.5024309552
14341,6,90.83196069,0,1,0.1492602345
14342,8,51.40843282,0,0,0.3615050829
14343,5,84.84095894,0,0,0.2359322172
14344,1,70.92524011,0,0,0.1201142088
14345,8,65.41251941,0,1,0.3536699813
14346,1,24.73601574,0,1,0.1245648368
14347,7,52.37534558,0,0,0.1287830171
14348,8,56.93818716,0,2,0.3342408328
14349,2,67.75265022,0,1,0.1084229666
14350,8,70.35911968,0,0,0.3471569281
14351,7,17.54424033,0,1,0.1391703175
14352,2,85.25893798,0,1,0.10777853
14353,5,36.27737978,0,2,0.2358883083
14354,7,72.74327661,0,0,0.1254426057
14355,7,81.72072726,0,2,0.1121359761
14356,2,31.14085344,0,1,0.1170255684
14357,8,25.68611884,0,1,0.354364262
14358,6,98.51603639,0,0,0.1541063873
14359,6,34.96815741,0,0,0.1688229042
14360,4,59.95356443,0,2,0.2231494131
14361,1,75.96919615,0,1,0.1106458565
14362,2,45.09367975,0,1,0.1125809405
14363,8,25.30559887,0,2,0.3435016451
14364,0,54.62662114,0,1,0.1032114955
14365,3,57.10765689,0,0,0.1336420543
14366,6,79.18545976,0,1,0.1462791025
14367,5,73.02488341,0,0,0.2413457195
14368,3,25.02546263,0,0,0.1556776817
14369,6,59.37510286,0,1,0.1504890256
14370,4,57.58089809,0,1,0.2306226727
14371,1,34.01297096,0,2,0.1139748459
14372,7,52.56531578,0,1,0.1184477179
14373,5,54.5435735,0,1,0.2295903284
14374,5,64.59489022,0,2,0.2244569007
14375,6,2.221824758,0,1,0.3283030928
14376,7,63.055149,0,0,0.1295328667
14377,6,7.517916677,0,1,0.2051794199
14378,5,40.84261935,0,0,0.2406688618
14379,4,14.63286995,0,2,0.2542732889
14380,0,88.86375411,0,1,0.1009831046
14381,4,55.61097398,0,0,0.2289362686
14382,5,67.48765794,0,0,0.2332148199
14383,1,19.48383938,0,2,0.1225694775
14384,5,82.19015883,0,0,0.2318004228
14385,3,72.73530465,0,1,0.1232354452
14386,5,69.15447346,0,0,0.2331363545
14387,7,68.47233711,0,2,0.1157369966
14388,0,3.602318167,0,1,0.2161773457
14389,8,81.0456521,0,0,0.3361443572
14390,6,20.36122354,0,1,0.1654907023
14391,6,39.17486792,0,2,0.1470774687
14392,1,39.09178936,0,1,0.1163578281
14393,5,97.15108503,0,0,0.2302483528
14394,4,36.12055168,0,2,0.2231621379
14395,7,32.00582386,0,1,0.1258146084
14396,7,39.62421098,0,1,0.1240382389
14397,6,80.55955534,0,0,0.1560469376
14398,0,32.66847078,0,1,0.1098452424
14399,4,62.48759459,0,0,0.2407510488
14400,2,45.74184501,0,1,0.1119210545
14401,3,45.18513812,0,2,0.1251927639
14402,6,3.873316275,0,1,0.2590304403
14403,3,58.02556598,0,0,0.1311024574
14404,6,55.85365168,0,2,0.152080582
14405,5,14.94093438,0,1,0.2578074368
14406,5,66.76419063,0,2,0.2269465179
14407,2,85.33162803,0,1,0.1047211098
14408,1,27.66285893,0,1,0.1231104051
14409,5,89.6141691,0,1,0.2322698726
14410,7,39.92530856,0,1,0.1252651171
14411,4,69.52166157,0,2,0.2244919951
14412,0,75.71355239,0,1,0.1003868945
14413,3,12.23614407,0,0,0.1913220787
14414,7,39.58802335,0,0,0.1365685775
14415,0,32.4735526,0,0,0.1243435256
14416,5,83.20493701,0,2,0.2218810064
14417,4,7.996445025,0,0,0.3328815519
14418,2,48.94315691,0,0,0.1209289744
14419,5,51.7800876,0,2,0.2221621535
14420,7,64.02846396,0,2,0.1155422554
14421,4,27.85018963,0,2,0.2289767037
14422,2,36.80660447,0,2,0.1098588617
14423,7,47.46115811,0,0,0.1299566839
14424,5,83.55075132,0,2,0.229937422
14425,0,81.15582184,0,0,0.1072396111
14426,0,93.14456814,0,2,0.0986053829
14427,3,67.67196249,0,2,0.1237314395
14428,5,73.99105612,0,2,0.2248747989
14429,3,64.52351212,0,1,0.1270500625
14430,5,37.27080522,0,1,0.2343605976
14431,6,88.57920513,0,0,0.1559175295
14432,5,4.026802853,0,1,0.3332450548
14433,5,92.512698,0,2,0.2259185026
14434,5,84.37480443,0,1,0.224688318
14435,1,89.54490153,0,0,0.1155025378
14436,6,83.75129845,0,2,0.1489047124
14437,4,71.07321264,0,1,0.2373896878
14438,7,20.91267016,0,0,0.1561168191
14439,1,97.9741227,0,2,0.1077993002
14440,1,17.78416234,0,0,0.1583556463
14441,5,22.67306097,0,0,0.2659171484
14442,2,72.23064301,0,1,0.107584108
14443,6,63.97415902,0,1,0.1496696862
14444,1,46.42701325,0,0,0.1253523157
14445,6,68.88869891,0,2,0.1481945205
14446,3,62.5350357,0,1,0.1251879016
14447,6,78.42458765,0,0,0.156600289
14448,6,48.23053248,0,1,0.1552855726
14449,0,28.39733859,0,0,0.1300579221
14450,4,88.58279417,0,0,0.2365389262
14451,5,58.66665849,0,1,0.224765877
14452,1,47.16913527,0,1,0.1138751775
14453,1,85.6246034,0,2,0.108757399
14454,3,55.34133746,0,2,0.1230195147
14455,8,63.60531189,0,1,0.3682748657
14456,2,36.50947639,0,2,0.1102197024
14457,0,51.95557645,0,0,0.1139886607
14458,5,58.6130663,0,2,0.2247784967
14459,5,23.48979061,0,0,0.2615800351
14460,1,75.23932248,0,2,0.1066863862
14461,8,17.58828108,0,2,0.3527910598
14462,5,85.23886419,0,0,0.2305030319
14463,3,26.74371629,0,2,0.1293888337
14464,8,93.23228973,0,1,0.3365459435
14465,5,30.6672299,0,2,0.2294581899
14466,8,67.70420201,0,2,0.3517766996
14467,2,39.39569894,0,2,0.1084862915
14468,5,80.25789269,0,0,0.235659792
14469,1,92.89527705,0,0,0.1160205792
14470,2,37.97317491,0,0,0.1260945455
14471,1,68.16235706,0,1,0.1124617698
14472,6,15.68146261,0,1,0.1746706926
14473,8,8.308181257,0,1,0.3829829626
14474,2,41.40777605,0,0,0.121302766
14475,8,95.71423894,0,2,0.3244664351
14476,3,28.34159953,0,2,0.1299596801
14477,7,52.36937129,0,2,0.1190730612
14478,1,37.68930031,0,2,0.114158799
14479,6,44.64078231,0,2,0.1489184288
14480,1,87.50527407,0,1,0.1110364904
14481,2,75.30147232,0,2,0.1038355578
14482,8,67.15866478,0,1,0.3323900495
14483,1,46.74539269,0,1,0.1167413158
14484,8,88.32307988,0,0,0.3639046706
14485,3,5.020779037,0,2,0.1805872981
14486,5,28.36444076,0,2,0.2356851467
14487,0,61.14625704,0,2,0.1004142359
14488,7,81.18566683,0,2,0.115881379
14489,2,38.31916041,0,1,0.11277166
14490,4,81.80643025,0,1,0.2292735884
14491,3,36.1383416,0,0,0.1428152573
14492,6,94.67851604,0,2,0.1478557287
14493,3,63.06093045,0,1,0.1261287258
14494,1,30.43450978,0,1,0.1223341731
14495,8,15.09105,0,2,0.3589007813
14496,6,61.83399932,0,2,0.1488049455
14497,4,39.84750628,0,1,0.2389421132
14498,6,52.59982927,0,2,0.1488249432
14499,1,82.36175372,0,1,0.111195471
14500,0,6.787755341,0,2,0.1426429944
14501,2,73.08487121,0,0,0.1132745694
14502,1,64.2423704,0,0,0.1219871952
14503,2,73.63130442,0,0,0.1136346127
14504,2,24.10252609,0,2,0.1144305558
14505,5,57.33649653,0,2,0.2300799164
14506,5,22.78878301,0,2,0.239608777
14507,2,99.07230166,0,0,0.1109921786
14508,2,89.21590968,0,2,0.1041059273
14509,5,75.15144983,0,2,0.2288474364
14510,3,74.37386477,0,2,0.1244038901
14511,5,97.29924589,0,1,0.2250671675
14512,5,37.75829191,0,0,0.2461248908
14513,1,63.61507198,0,0,0.1233196889
14514,5,82.56366124,0,1,0.2311017989
14515,4,40.6038015,0,0,0.2455510862
14516,0,40.76245722,0,1,0.1084586682
14517,1,69.56665715,0,0,0.1197687274
14518,3,57.10349931,0,0,0.1334179223
14519,8,57.69840427,0,2,0.3255359492
14520,1,21.94703732,0,1,0.127174965
14521,2,72.55363143,0,0,0.11372613
14522,3,95.84046764,0,2,0.1186861102
14523,7,59.049106,0,0,0.1268211696
14524,2,22.95021681,0,1,0.1198902151
14525,2,14.06321043,0,0,0.167039029
14526,3,39.25549403,0,0,0.140894149
14527,0,68.03278202,0,2,0.09960057534
14528,6,49.82416821,0,1,0.1491902177
14529,5,90.93116796,0,0,0.2396031484
14530,5,63.01507526,0,2,0.2262003604
14531,1,56.33689319,0,0,0.1228693484
14532,6,38.4043086,0,0,0.1671294983
14533,8,27.13103726,0,1,0.3465357436
14534,0,35.19102138,0,1,0.1084386941
14535,6,41.04107558,0,0,0.1664774589
14536,2,25.06472908,0,1,0.1186187036
14537,5,98.85988685,0,2,0.2222074784
14538,1,73.00431521,0,2,0.1090941276
14539,3,21.01412044,0,1,0.1399131978
14540,7,94.30658645,0,0,0.1204512946
14541,7,71.61504102,0,0,0.1272602479
14542,7,59.31120812,0,2,0.1157378111
14543,8,76.535086,0,1,0.3560254167
14544,6,48.52325531,0,1,0.1552239438
14545,4,71.64682733,0,2,0.2314290444
14546,2,60.67811043,0,0,0.1171526409
14547,7,13.13888395,0,0,0.1796329341
14548,0,49.9683576,0,0,0.1148063188
14549,7,44.43928433,0,1,0.1217326251
14550,3,31.4461304,0,2,0.1296214336
14551,3,56.78621104,0,1,0.1276525586
14552,2,51.0812751,0,2,0.1041262553
14553,7,8.048561505,0,2,0.1493259797
14554,5,59.03045471,0,1,0.2323776231
14555,8,86.97693789,0,2,0.344846749
14556,1,43.59911028,0,0,0.1257913443
14557,2,66.65641877,0,1,0.1071489893
14558,4,67.67343934,0,2,0.2287455329
14559,0,15.61248659,0,2,0.1163652176
14560,1,11.10625319,0,1,0.1469619493
14561,3,77.78232907,0,2,0.1232268526
14562,2,36.7912048,0,2,0.1088131797
14563,5,48.88691529,0,0,0.2444755386
14564,1,16.9392568,0,0,0.1603501037
14565,1,28.45711377,0,1,0.1226729953
14566,8,0.6591677237,0,2,0.6735296884
14567,4,80.03431405,0,2,0.2098053424
14568,7,6.650100622,0,1,0.1803882904
14569,7,5.390860072,0,2,0.1686610749
14570,5,81.03712391,0,0,0.2242276505
14571,8,23.44379574,0,1,0.3484222942
14572,6,80.54055428,0,0,0.155783989
14573,1,32.91840407,0,1,0.1180120435
14574,2,9.30265543,0,1,0.1515310168
14575,1,84.62392524,0,2,0.1090776209
14576,6,86.63828102,0,1,0.1481831638
14577,4,73.08246722,0,2,0.221978978
14578,6,98.15227362,0,1,0.1497767885
14579,3,86.94322939,0,1,0.1227794987
14580,5,63.87870275,0,1,0.2332951085
14581,0,82.97588511,0,2,0.1002863205
14582,2,49.10359649,0,0,0.1197908664
14583,2,7.592458672,0,2,0.1435508253
14584,1,80.42998212,0,2,0.110877276
14585,3,33.29147553,0,2,0.1267322069
14586,1,10.5797815,0,1,0.1496119194
14587,1,25.03426287,0,2,0.1172844932
14588,2,13.28281669,0,0,0.1700057354
14589,6,25.34378162,0,2,0.1536937832
14590,7,80.24745044,0,0,0.1229145992
14591,3,77.8452832,0,1,0.1255841861
14592,1,20.91322565,0,1,0.1272920665
14593,0,41.11121262,0,1,0.1060811122
14594,6,39.54931974,0,0,0.1681465924
14595,0,3.950120477,0,2,0.1729971353
14596,1,40.99440721,0,0,0.1281824888
14597,8,81.13402848,0,2,0.3364800911
14598,5,98.34246086,0,2,0.2274892378
14599,8,13.09373223,0,2,0.352994808
14600,5,49.58357182,0,1,0.235817884
14601,0,92.65183619,0,1,0.1014889993
14602,3,19.96842688,0,0,0.1661363884
14603,0,38.67558081,0,2,0.1025575582
14604,7,56.74730419,0,1,0.1194114528
14605,4,82.42853282,0,0,0.2296102963
14606,7,85.58450215,0,2,0.1173517795
14607,6,21.90451446,0,2,0.158557357
14608,2,57.11488638,0,2,0.1062856892
14609,4,78.51139351,0,1,0.2321374366
14610,7,28.42064619,0,2,0.1215010316
14611,7,84.09040727,0,2,0.1160285321
14612,3,32.01164552,0,0,0.1458272189
14613,7,68.61477823,0,1,0.1209745419
14614,3,47.60650424,0,0,0.1414523994
14615,1,95.69114991,0,2,0.1097926547
14616,8,2.746450172,0,2,0.4263184504
14617,8,87.9926602,0,1,0.3460420729
14618,0,86.93876554,0,2,0.09959445316
14619,8,22.18624034,0,0,0.3894047604
14620,8,89.57778819,0,1,0.3324840674
14621,5,30.99558212,0,1,0.2373414599
14622,3,63.65055182,0,0,0.1311900729
14623,4,13.80265847,0,2,0.2421323507
14624,8,58.24001361,0,0,0.3330700408
14625,7,54.72425283,0,2,0.1186700758
14626,3,42.96396533,0,1,0.1285612691
14627,3,57.77949682,0,0,0.1337390288
14628,7,21.71541366,0,1,0.1346577772
14629,7,95.08243032,0,0,0.1224550802
14630,3,87.88747466,0,1,0.1238719846
14631,7,20.27708482,0,0,0.1577667133
14632,3,49.50050894,0,2,0.1240192151
14633,0,14.93539339,0,1,0.1283274119
14634,5,25.1627869,0,1,0.2401402403
14635,0,43.85772363,0,0,0.1174052652
14636,6,33.37933773,0,0,0.171425211
14637,2,86.19260505,0,0,0.1120748535
14638,3,35.32589815,0,1,0.1334973143
14639,8,69.39720183,0,1,0.3380997403
14640,1,7.730681535,0,0,0.2180022768
14641,2,34.04984325,0,1,0.113219928
14642,4,57.7029336,0,2,0.2325602182
14643,6,79.85903594,0,2,0.1448066139
14644,2,0.9789988165,0,1,0.4375376436
14645,7,5.267145011,0,0,0.27023548
14646,3,29.51424498,0,0,0.1514223265
14647,7,2.26221949,0,1,0.292037008
14648,3,47.10058657,0,0,0.1392195994
14649,3,21.34133874,0,2,0.1339959525
14650,3,92.6378186,0,2,0.121915774
14651,7,88.37260495,0,0,0.1215652382
14652,5,57.34422226,0,0,0.2353520733
14653,3,21.55269526,0,0,0.1628194296
14654,7,41.77626973,0,1,0.1207314482
14655,8,26.49549115,0,0,0.3530580926
14656,2,33.63410163,0,2,0.1086063076
14657,1,46.48617651,0,2,0.1130037525
14658,8,61.46496188,0,2,0.3284910471
14659,0,41.07128033,0,1,0.1063262033
14660,6,42.50206786,0,0,0.1678990529
14661,5,3.104425135,0,1,0.3659931099
14662,7,51.75617682,0,0,0.1313661795
14663,0,3.438222305,0,1,0.2206369443
14664,1,94.8434956,0,1,0.109815623
14665,8,45.80436903,0,0,0.3341202374
14666,6,45.66028604,0,1,0.1526624548
14667,8,28.88751118,0,0,0.370972471
14668,2,18.6442881,0,1,0.1265969967
14669,8,2.626045521,0,0,0.6120422631
14670,6,61.50651942,0,1,0.1507002792
14671,0,80.01773609,0,2,0.1000566433
14672,2,31.03514759,0,1,0.1139433965
14673,3,18.39195755,0,0,0.1695274626
14674,6,1.0320125,0,0,0.6337199861
14675,8,98.2558583,0,1,0.3554869667
14676,8,32.39850629,0,2,0.3392881643
14677,0,20.90509406,0,2,0.1110043879
14678,8,37.76294137,0,2,0.3328455874
14679,5,76.77556468,0,1,0.2234091003
14680,1,12.78007708,0,2,0.1340135028
14681,0,62.14497286,0,1,0.1014891576
14682,4,24.51604335,0,0,0.2536941728
14683,7,29.23129709,0,1,0.1264628904
14684,2,35.25700362,0,2,0.1095833987
14685,7,98.4664917,0,1,0.1171478953
14686,1,46.07003987,0,2,0.1134004509
14687,5,91.82971274,0,2,0.2253315382
14688,5,32.12775008,0,0,0.2507793748
14689,3,11.78603459,0,2,0.1461387045
14690,2,41.46803784,0,1,0.1129335582
14691,8,5.99749534,0,2,0.3893193752
14692,7,42.77948245,0,1,0.123036882
14693,7,99.84921217,0,1,0.1163777707
14694,0,23.68991799,0,0,0.135884871
14695,4,91.63524314,0,2,0.2239610173
14696,6,67.29345143,0,1,0.1503360097
14697,0,76.89181455,0,1,0.1025513671
14698,8,13.4464915,0,0,0.3909138267
14699,8,55.31356322,0,1,0.3474685343
14700,8,36.07915474,0,2,0.3313894553
14701,8,95.88303116,0,0,0.3219913642
14702,2,21.38460984,0,0,0.1450500467
14703,6,2.308462052,0,1,0.3170369948
14704,1,17.13848767,0,0,0.1591429639
14705,6,64.11171065,0,0,0.1593667284
14706,3,88.10891736,0,1,0.1225460649
14707,2,53.70984805,0,1,0.1084900953
14708,6,21.82073779,0,0,0.1900230249
14709,0,68.87140023,0,0,0.1093816915
14710,2,92.32744492,0,2,0.1042357378
14711,2,8.37571786,0,0,0.2074058015
14712,1,37.82351615,0,2,0.1154757389
14713,8,42.57590405,0,2,0.3470473373
14714,5,33.70773154,0,0,0.2511803896
14715,0,56.96267052,0,1,0.1025733231
14716,7,47.46688798,0,0,0.1341786419
14717,1,39.14471028,0,1,0.1178887818
14718,3,68.3019017,0,0,0.1332356914
14719,0,41.71746176,0,2,0.1032850123
14720,3,53.744756,0,1,0.123375153
14721,3,0.3833078657,0,2,0.5812121621
14722,3,24.25796528,0,1,0.1392471784
14723,0,41.11161888,0,1,0.1075690661
14724,0,53.52855584,0,0,0.1154212704
14725,8,98.00471308,0,0,0.3371777145
14726,5,36.20519281,0,1,0.2433336733
14727,8,14.61976913,0,2,0.355196939
14728,4,9.311843726,0,0,0.3218977844
14729,1,40.32787382,0,1,0.1176038182
14730,4,37.44616886,0,2,0.23139938
14731,8,55.23417811,0,2,0.3463494333
14732,6,4.189138744,0,1,0.2508397605
14733,7,81.07242973,0,1,0.117513724
14734,8,23.36222814,0,0,0.3836804651
14735,3,97.24371037,0,2,0.1194115443
14736,1,26.80381985,0,2,0.1182827468
14737,2,95.70963054,0,2,0.1038953394
14738,6,82.20402602,0,2,0.1448923512
14739,0,54.46105564,0,1,0.1038829537
14740,5,18.55721868,0,2,0.2385861777
14741,1,16.25074331,0,2,0.1246904213
14742,4,58.30799513,0,0,0.2356709255
14743,6,21.49283462,0,1,0.1633016817
14744,4,68.20357993,0,0,0.2254716877
14745,7,48.10903612,0,1,0.1218501802
14746,6,60.79298011,0,2,0.1498829945
14747,5,90.65774468,0,1,0.2322780471
14748,4,86.40318445,0,0,0.2266871088
14749,2,47.48331088,0,0,0.1202223223
14750,4,44.60889921,0,0,0.2399565125
14751,6,52.54998371,0,2,0.1490055651
14752,2,45.21679334,0,0,0.1218384111
14753,8,2.934291254,0,1,0.4911830731
14754,4,40.52488198,0,1,0.238119341
14755,3,17.56783473,0,2,0.1362476364
14756,3,46.23637416,0,2,0.126665056
14757,0,62.09652202,0,0,0.1101094493
14758,3,6.758965314,0,2,0.1636239448
14759,7,79.65094446,0,2,0.1160196525
14760,3,93.59185575,0,1,0.1251083815
14761,4,89.99600591,0,0,0.2326012132
14762,0,75.68068267,0,2,0.100395175
14763,1,22.79877616,0,0,0.1483221344
14764,5,88.86514219,0,2,0.2276005682
14765,0,47.03317851,0,1,0.1058551148
14766,7,52.51176387,0,2,0.1158017104
14767,6,95.26939477,0,2,0.1444261247
14768,6,89.18264058,0,2,0.1481957452
14769,2,15.88590089,0,0,0.159231254
14770,7,72.46400432,0,2,0.1144000626
14771,0,45.99697074,0,0,0.115591354
14772,4,14.18593647,0,2,0.2388003566
14773,8,94.97538461,0,0,0.3446743844
14774,6,9.805914854,0,0,0.2344671014
14775,1,92.76418885,0,0,0.1147772594
14776,8,94.19669412,0,2,0.3482035002
14777,6,48.13020686,0,2,0.1485930199
14778,6,80.29792072,0,0,0.1525269462
14779,1,6.552400294,0,2,0.1540492357
14780,5,69.27964311,0,2,0.2324246489
14781,1,29.03248378,0,2,0.1164722166
14782,7,58.31115756,0,1,0.1209303383
14783,5,8.022775557,0,2,0.2674482186
14784,6,15.12895069,0,2,0.1658591235
14785,7,35.28214885,0,2,0.1208361205
14786,5,71.14062678,0,2,0.229098902
14787,0,13.26273693,0,0,0.1647154135
14788,8,20.5893187,0,0,0.3956627105
14789,2,18.91095907,0,0,0.1505542222
14790,8,44.02669942,0,1,0.3368779033
14791,8,41.96834147,0,2,0.3461359006
14792,2,59.31290103,0,0,0.1161671413
14793,5,78.25387865,0,1,0.2368705433
14794,2,9.259533011,0,0,0.1958385879
14795,3,47.984379,0,2,0.1262511605
14796,2,28.11065354,0,1,0.1172434833
14797,4,1.902688073,0,2,0.3803909357
14798,3,30.23767041,0,2,0.1297896263
14799,7,69.13146101,0,2,0.1185810635
14800,4,1.018375835,0,0,0.7144340509
14801,5,86.65299818,0,2,0.2154810093
14802,5,29.88523871,0,1,0.2371955464
14803,2,91.14843606,0,2,0.1026326135
14804,0,72.69718732,0,2,0.1004848777
14805,4,22.6132729,0,1,0.2406411829
14806,3,10.48798981,0,0,0.2047267557
14807,2,29.64744629,0,2,0.1091238839
14808,7,87.35863601,0,2,0.1143609137
14809,1,43.054616,0,1,0.1166493281
14810,6,52.30055511,0,1,0.1563215791
14811,8,62.62738079,0,2,0.3408335365
14812,1,54.41633765,0,0,0.1266582387
14813,5,3.622955988,0,1,0.3388308023
14814,1,10.97934828,0,0,0.1896940537
14815,7,93.00625477,0,2,0.1142687462
14816,3,10.7349474,0,0,0.2043055419
14817,2,89.57824469,0,1,0.1040788892
14818,2,23.25436323,0,0,0.1408349638
14819,6,73.84454248,0,0,0.1556234736
14820,3,86.73611059,0,1,0.1263787242
14821,2,26.15935259,0,0,0.1352074006
14822,8,64.65316275,0,2,0.3363199754
14823,8,73.06981232,0,2,0.3543783402
14824,2,19.32172615,0,0,0.1491309937
14825,3,30.5345816,0,0,0.1494596818
14826,7,46.10872707,0,2,0.1178905812
14827,4,1.166362235,0,0,0.681697482
14828,0,86.84108066,0,0,0.1070977256
14829,0,44.04293844,0,0,0.1179782477
14830,6,54.99085172,0,1,0.1512595539
14831,6,61.69329843,0,2,0.1469017756
14832,3,43.33231891,0,0,0.1412833573
14833,0,74.32461192,0,1,0.1012490503
14834,4,90.77097091,0,2,0.2207857796
14835,0,62.30820323,0,1,0.1026202525
14836,1,14.28082168,0,0,0.1704030282
14837,6,98.89508731,0,2,0.1453629611
14838,3,6.278617815,0,0,0.2557463953
14839,4,37.41822018,0,2,0.2341207234
14840,6,81.46518056,0,2,0.147800283
14841,3,21.546505,0,1,0.1410842541
14842,3,75.72792717,0,1,0.1240227319
14843,6,25.47513275,0,0,0.1824239116
14844,2,69.75799072,0,2,0.1056909992
14845,6,1.18251306,0,0,0.5988059033
14846,0,23.9004757,0,2,0.1076212966
14847,0,70.47299739,0,1,0.1021413494
14848,1,65.60144932,0,2,0.1104928367
14849,8,50.37606981,0,0,0.3657719168
14850,5,92.10723884,0,0,0.2369862493
14851,1,76.50564134,0,1,0.1136711903
14852,2,51.34686811,0,1,0.1086337296
14853,3,19.28988592,0,1,0.1424230355
14854,5,27.99982607,0,0,0.2493405302
14855,3,8.83476535,0,0,0.2200498098
14856,8,62.0189877,0,0,0.3411946202
14857,4,71.73924254,0,2,0.2277843159
14858,7,8.294277123,0,0,0.2192046271
14859,2,27.04086934,0,0,0.1364792914
14860,7,72.00789782,0,1,0.1167110295
14861,8,49.61569919,0,0,0.3676865343
14862,4,3.653046438,0,1,0.3391042267
14863,3,88.92981392,0,0,0.129644965
14864,5,91.58458725,0,1,0.2234156646
14865,3,14.55768078,0,2,0.1393158646
14866,7,71.04752328,0,2,0.1161055821
14867,1,73.35420105,0,0,0.1189404836
14868,6,8.760825672,0,0,0.2427530839
14869,3,57.52676595,0,0,0.1347131383
14870,8,47.31469274,0,2,0.338010032
14871,8,5.029748244,0,0,0.5006183053
14872,5,50.05920915,0,2,0.2308644608
14873,6,23.70590535,0,1,0.1657143846
14874,4,3.383886896,0,0,0.4499386158
14875,6,21.32725102,0,1,0.1594445349
14876,0,1.331765268,0,0,0.5241104442
14877,1,99.68683406,0,1,0.1094975191
14878,2,66.24754856,0,1,0.1072037624
14879,3,57.78241119,0,1,0.1261800025
14880,2,75.27412971,0,0,0.1145331097
14881,7,45.40269119,0,2,0.1194511095
14882,8,54.27162193,0,2,0.3331403959
14883,6,28.88326456,0,0,0.1754091302
14884,2,76.12542663,0,1,0.105599483
14885,2,41.38049048,0,1,0.1122418882
14886,5,85.48521812,0,2,0.2271209132
14887,0,97.40655617,0,2,0.09758286678
14888,2,13.32964365,0,2,0.1241712459
14889,1,6.402395714,0,2,0.1563027834
